Scheme Name,Net Asset Value,
Axis All Seasons Debt Fund of Funds - Direct Plan - Annual IDCW,11.8139,
Axis All Seasons Debt Fund of Funds - Direct Plan - Growth Option,12.3254,
Axis All Seasons Debt Fund of Funds - Direct Plan - Half Yearly Dividend Option,10.9157,
Axis All Seasons Debt Fund of Funds - Direct Plan - IDCW,12.3335,
Axis All Seasons Debt Fund of Funds - Direct Plan - Monthly IDCW,12.3358,
Axis All Seasons Debt Fund of Funds - Direct Plan - Quarterly IDCW,11.0225,
Axis All Seasons Debt Fund of Funds - Regular Plan - Annual IDCW,11.7029,
Axis All Seasons Debt Fund of Funds - Regular Plan - Growth Option,12.19,
Axis All Seasons Debt Fund of Funds - Regular Plan - Half Yearly IDCW,11.8398,
Axis All Seasons Debt Fund of Funds - Regular Plan - IDCW,12.1899,
Axis All Seasons Debt Fund of Funds - Regular Plan - Monthly IDCW,12.1893,
Axis Equity ETFs FOF - Direct Plan - Growth Option,10.6711,
Axis Equity ETFs FOF - Direct Plan - IDCW,10.6711,
Axis Equity ETFs FOF - Regular Plan - Growth Option,10.6507,
Axis Equity ETFs FOF - Regular Plan - IDCW,10.6507,
Axis Gold Fund - Direct Plan - Growth option,20.1695,
Axis Gold Fund - Direct Plan - IDCW,20.1885,
Axis Gold Fund - Regular Plan - Growth Option,18.6582,
Axis Gold Fund - Regular Plan - IDCW,18.6818,
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF FOF - Direct Plan - Growth Option,10.5064,
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF FOF - Regular Plan - Growth Option,10.4822,
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF FOF - Regular Plan - IDCW Option,10.4822,
Axis Nifty AAA Bond Plus SDL April 2026 50:50 ETF FOF - Direct Plan - IDCW Option,10.5064,
Axis Silver Fund of Fund - Regular Plan - IDCW Option,13.6722,
Axis Silver Fund of Fund -Regular Plan- Growth Option,13.6722,
Axis Silver Fund of Fund- Direct Plan - IDCW Option,13.7191,
Axis Silver Fund of Fund- Direct Plan-Growth Option,13.719,
,,
Bandhan Mutual Fund,,
,,
BANDHAN ALL SEASONS BOND FUND - DIRECT PLAN-WEEKLY IDCW,12.0215,
BANDHAN All Seasons Bond Fund - Regular Plan - Annual IDCW,13.9881,
BANDHAN All Seasons Bond Fund - Regular Plan - Daily IDCW,12.0104,
BANDHAN All Seasons Bond Fund - Regular Plan - Fortnightly IDCW,12.0027,
BANDHAN All Seasons Bond Fund - Regular Plan - Growth,37.4533,
BANDHAN All Seasons Bond Fund - Regular Plan - Half Yearly IDCW,12.5025,
BANDHAN All Seasons Bond Fund - Regular Plan - Periodic IDCW,13.0969,
BANDHAN All Seasons Bond Fund - Regular Plan - Quarterly IDCW,12.6342,
BANDHAN All Seasons Bond Fund - Regular Plan - Weekly IDCW,12.0171,
BANDHAN All Seasons Bond Fund-Direct Plan-Annual IDCW,14.7355,
BANDHAN All Seasons Bond Fund-Direct Plan-Daily IDCW,12.0147,
BANDHAN All Seasons Bond Fund-Direct Plan-Fortnightly IDCW,12.012,
BANDHAN All Seasons Bond Fund-Direct Plan-Growth,39.0582,
BANDHAN All Seasons Bond Fund-Direct Plan-Half Yearly IDCW,14.6748,
BANDHAN All Seasons Bond Fund-Direct Plan-Periodic IDCW,13.4246,
BANDHAN All Seasons Bond Fund-Direct Plan-Quarterly IDCW,12.7198,
BANDHAN Asset Allocation Fund - Regular Plan - Aggressive Plan - Growth,31.9315,
BANDHAN Asset Allocation Fund - Regular Plan - Aggressive Plan - IDCW,20.1014,
BANDHAN Asset Allocation Fund Of Fund-Aggressive Plan-Direct Plan-Growth,33.9601,
BANDHAN Asset Allocation Fund Of Fund-Aggressive Plan-Direct Plan-IDCW,23.5321,
BANDHAN Asset Allocation Fund - Regular Plan - Conservative Plan - Growth,27.0854,
BANDHAN Asset Allocation Fund - Regular Plan - Conservative Plan - IDCW,15.8593,
BANDHAN Asset Allocation Fund Of Fund-Conservative Plan-Direct Plan-Growth,28.6857,
BANDHAN Asset Allocation Fund Of Fund-Conservative Plan-Direct Plan-IDCW,16.8004,
BANDHAN Asset Allocation Fund - Regular Plan - Moderate Plan - Growth,30.1459,
BANDHAN Asset Allocation Fund - Regular Plan - Moderate Plan - IDCW,18.4385,
BANDHAN Asset Allocation Fund Of Fund-Moderate Plan-Direct Plan-Growth,31.8335,
BANDHAN Asset Allocation Fund Of Fund-Moderate Plan-Direct Plan-IDCW,19.1679,
,,
Edelweiss Mutual Fund,,
,,
BHARAT Bond ETF FOF - April 2032 Direct Growth,10.6937,
BHARAT Bond ETF FOF - April 2032 Direct Plan Dividend,10.6937,
BHARAT Bond ETF FOF - April 2032 Regular Plan Dividend,10.6937,
BHARAT Bond ETF FOF - April 2032 Regular Plan Growth,10.6937,
BHARAT Bond ETF FOF - April 2033 - Direct Plan - Growth,10.4363,
BHARAT Bond ETF FOF - April 2033 - Direct Plan - IDCW,10.4363,
BHARAT Bond ETF FOF - April 2033 - Regular Plan - Growth,10.4363,
BHARAT Bond ETF FOF - April 2033 - Regular Plan - IDCW,10.4363,
Bharat Bond FOF - April 2023 - Direct Plan - Growth Option,12.3105,
BHARAT Bond FOF - April 2023 - Direct Plan - IDCW Option,12.3105,
Bharat Bond FOF - April 2023 - Regular Plan - Growth Option,12.3105,
BHARAT Bond FOF - April 2023 - Regular Plan - IDCW Option,12.3105,
Bharat Bond FOF - April 2030 - Direct Plan - Growth Option,12.7486,
BHARAT Bond FOF - April 2030 - Direct Plan - IDCW Option,12.7486,
Bharat Bond FOF - April 2030 - Regular Plan - Growth Option,12.7486,
BHARAT Bond FOF - April 2030 - Regular Plan - IDCW Option,12.7486,
BHARAT Bond FOF - April 2025 - Direct Plan - IDCW Option,11.2611,
BHARAT Bond FOF - April 2025 - Regular Plan - IDCW Option,11.2611,
BHARAT Bond FOF- April 2025- Direct Pan- Growth Option,11.2611,
BHARAT Bond FOF- April 2025- Regular Plan- Growth Option,11.2611,
BHARAT Bond FOF - April 2031 - Direct Plan - IDCW Option,11.3632,
BHARAT Bond FOF - April 2031 - Regular Plan - IDCW Option,11.3632,
BHARAT Bond FOF- April 2031- Direct Plan- Growth Option,11.3632,
BHARAT Bond FOF- April 2031- Regular Plan- Growth Option,11.3632,
Edelweiss Gold and Silver ETF FOF - Direct Plan - Growth,12.783,
Edelweiss Gold and Silver ETF FOF - Direct Plan - IDCW,12.783,
Edelweiss Gold and Silver ETF FOF - Regular Plan - Growth,12.748,
Edelweiss Gold and Silver ETF FOF - Regular Plan - IDCW,12.748,
,,
Franklin Templeton Mutual Fund,,
,,
Franklin India Dynamic Asset Allocation Fund Of Funds - Direct - Growth,129.9926,
Franklin India Dynamic Asset Allocation Fund of funds - Direct - IDCW,42.1657,
Franklin India Dynamic Asset Allocation Fund of funds - IDCW,36.2658,
Franklin India Dynamic Asset Allocation Fund of Funds-Growth,117.335,
Franklin India Life Stage Fund of Funds - 20's Plan - Direct - IDCW,0,
Franklin India Life Stage Fund of Funds - 20's Plan - IDCW,0,
Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN (G),0,
Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN - Direct - Growth,0,
Franklin India Life Stage Fund of Funds - 30's Plan - Direct - IDCW,0,
Franklin India Life Stage Fund of Funds - 30's Plan - IDCW,0,
Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 30S PLAN (G),0,
Franklin India Life Stage Fund of Funds - The 30s Plan - Direct - Growth,0,
Franklin India Life Stage Fund of Funds - 40's Plan - Direct - IDCW,0,
Franklin India Life Stage Fund of Funds - 40's Plan - IDCW,0,
Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 40S PLAN (G),0,
Franklin India Life Stage Fund of Funds - The 40s Plan - Direct - Growth,0,
Franklin India Life Stage Fund of Funds - 50's Plus Floating Rate Plan - Direct - IDCW,0,
Franklin India Life Stage Fund Of Funds - 50's Plus Floating Rate Plan - IDCW,0,
Franklin India Life Stage Fund of Funds - The 50s Plus Flo (Gro),0,
Franklin India Life Stage Fund Of Funds - The 50S Plus Floating Rate Plan - Direct - Growth,0,
Franklin India Life Stage Fund of Funds - 50's Plus Plan - Direct - IDCW,0,
Franklin India Life Stage Fund of Funds - 50's Plus Plan - IDCW,0,
Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 50+S PLAN (G),0,
Franklin India Life Stage Fund of Funds - The 50s Plus - Direct - Growth,0,
Franklin India Multi - Asset Solution Fund of Funds - Direct - IDCW,16.8812,
Franklin India Multi - Asset Solution Fund of Funds- Growth Plan,15.2823,
Franklin India Multi - Asset Solution Fund of Funds- Growth Plan - Direct,16.8812,
Franklin India Multi - Asset Solution Fund of Funds- IDCW,15.2823,
,,
HDFC Mutual Fund,,
,,
HDFC Asset Allocator Fund of Funds - Growth Option,12.67,
HDFC Asset Allocator Fund of Funds - Growth Option -Direct Plan,13,
HDFC Asset Allocator Fund of Funds - IDCW Option,12.67,
HDFC Asset Allocator Fund of Funds - IDCW Option - Direct Plan,13,
HDFC Dynamic PE Ratio Fund of Funds - Growth Option,29.3436,
HDFC Dynamic PE Ratio Fund of Funds - Growth Option - Direct Plan,31.8571,
HDFC Dynamic PE Ratio Fund of Funds - IDCW Option,25.7131,
HDFC Dynamic PE Ratio Fund of Funds - IDCW Option - Direct Plan,27.981,
HDFC Gold Fund - Direct Plan,19.8274,
HDFC Gold Fund - Growth Option,19.0665,
HDFC Silver ETF Fund of Fund - Growth Option,13.243,
HDFC Silver ETF Fund of Fund - Growth Option - Direct Plan,13.277,
,,
HSBC Mutual Fund,,
,,
HSBC Managed Solutions - Conservative - Growth,18.2016,
HSBC Managed Solutions - Conservative - Growth Direct,18.9963,
HSBC Managed Solutions India Conservative Fund Direct Plan IDCW,17.1673,
HSBC Managed Solutions India Conservative Fund IDCW,16.8958,
HSBC Managed Solutions - Growth - Dividend,25.443,
HSBC Managed Solutions - Growth - Dividend Direct,26.259,
HSBC Managed Solutions - Growth - Growth,27.7405,
HSBC Managed Solutions - Growth - Growth Direct,28.5572,
HSBC Managed Solutions - Moderate - Growth,25.3405,
HSBC Managed Solutions - Moderate - Growth Direct,26.3179,
HSBC Managed Solutions India Moderate Fund Direct Plan IDCW,14.7628,
HSBC Managed Solutions India Moderate Fund IDCW,23.8142,
,,
ICICI Prudential Mutual Fund,,
,,
ICICI Prudential Asset Allocator Fund (FOF) - Direct Plan - Growth,93.9744,
ICICI Prudential Asset Allocator Fund (FOF) - Direct Plan - IDCW,79.3228,
ICICI Prudential Asset Allocator Fund (FOF) - Growth,87.048,
ICICI Prudential Asset Allocator Fund (FOF) - IDCW,72.5711,
ICICI Prudential BHARAT 22 FOF - Cumulative Option,18.5759,
ICICI Prudential BHARAT 22 FOF - Direct Plan Cumulative Option,18.5789,
ICICI Prudential Debt Management Fund (FOF) - Direct Plan -  IDCW,36.3173,
ICICI Prudential Debt Management Fund (FOF) - Direct Plan - Growth,39.4218,
ICICI Prudential Debt Management Fund (FOF) - Growth,38.0455,
ICICI Prudential Debt Management Fund (FOF ) - IDCW,34.7998,
ICICI Prudential Global Advantage Fund (FOF) - Direct Plan - Growth Option,12.9841,
ICICI Prudential Global Advantage Fund (FOF) - Direct Plan - IDCW,12.984,
ICICI Prudential Global Advantage Fund (FOF) - Growth Option,12.6809,
ICICI Prudential Global Advantage Fund (FOF) - IDCW,12.6805,
ICICI Prudential Income Optimizer Fund (FOF) - Direct Plan - Growth,51.2325,
ICICI Prudential Income Optimizer Fund (FOF) - Direct Plan - IDCW,42.9791,
ICICI Prudential Income Optimizer Fund (FOF) - Growth,48.2709,
ICICI Prudential Income Optimizer Fund (FOF) - IDCW,40.4193,
ICICI Prudential India Equity FOF - Direct Plan - Growth,18.545,
ICICI Prudential India Equity FOF - Direct Plan - IDCW,15.5157,
ICICI Prudential India Equity FOF - Growth,18.0401,
ICICI Prudential India Equity FOF - IDCW,15.0256,
ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Direct Plan - Growth,12.2056,
ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Direct Plan - IDCW,12.2056,
ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Growth,12.0678,
ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - IDCW,12.0679,
ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Direct Plan - Growth,9.8886,
ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Direct Plan - IDCW,9.8884,
ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Growth,9.7955,
ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - IDCW,9.7954,
ICICI Prudential Passive Multi-Asset Fund of Funds - Direct Plan - Growth,11.0645,
ICICI Prudential Passive Multi-Asset Fund of Funds - Direct Plan - IDCW,11.0717,
ICICI Prudential Passive Multi-Asset Fund of Funds - Growth,10.9989,
ICICI Prudential Passive Multi-Asset Fund of Funds - IDCW,10.9991,
ICICI Prudential Passive Strategy Fund (FOF) - IDCW,87.9704,
ICICI Prudential Passive Strategy Fund (FOF) - Direct Plan -  IDCW,92.1843,
ICICI Prudential Passive Strategy Fund (FOF) - Direct Plan - Growth,109.2786,
ICICI Prudential Passive Strategy Fund (FOF) - Growth,105.0225,
ICICI Prudential Regular Gold Savings Fund (FOF) - Direct Plan -  Growth,20.2479,
ICICI Prudential Regular Gold Savings Fund (FOF) - Direct Plan -  IDCW,20.2498,
ICICI Prudential Regular Gold Savings Fund (FOF) - Growth,19.677,
ICICI Prudential Regular Gold Savings Fund (FOF) - IDCW,19.6774,
ICICI Prudential S&P BSE 500 ETF FOF - Direct Plan - Growth,10.4676,
ICICI Prudential S&P BSE 500 ETF FOF - Direct Plan - IDCW,10.4674,
ICICI Prudential S&P BSE 500 ETF FOF - Growth,10.392,
ICICI Prudential S&P BSE 500 ETF FOF - IDCW,10.392,
ICICI PRUDENTIAL SILVER ETF FUND OF FUND - Direct Plan - Growth,12.1708,
ICICI PRUDENTIAL SILVER ETF FUND OF FUND - Direct Plan - IDCW,12.1708,
ICICI PRUDENTIAL SILVER ETF FUND OF FUND - Growth,12.0803,
ICICI PRUDENTIAL SILVER ETF FUND OF FUND - IDCW,12.0804,
ICICI Prudential Thematic Advantage Fund (FOF) - Direct Plan - Growth,144.5842,
ICICI Prudential Thematic Advantage Fund (FOF) - Growth,138.7794,
ICICI Prudential Thematic Advantage Fund (FOF) - IDCW,115.8986,
,,
IDBI Mutual Fund,,
,,
IDBI GOLD FUND,16.4581,
IDBI GOLD FUND Direct,17.1913,
,,
Invesco Mutual Fund,,
,,
Invesco India Gold Fund - Direct Plan - IDCW (Payout / Reinvestment),18.6982,
Invesco India Gold Fund - Direct Plan- - Growth,18.7268,
Invesco India Gold Fund - Growth,18.1423,
Invesco India Gold Fund - IDCW (Payout / Reinvestment),18.1446,
,,
Kotak Mahindra Mutual Fund,,
,,
Kotak All Weather Debt FOF-Direct Plan-Growth,10.3478,
Kotak All Weather Debt FOF-Direct Plan-IDCW,10.3478,
Kotak All Weather Debt FOF-Regular Plan-Growth,10.3443,
Kotak All Weather Debt FOF-Regular Plan-IDCW,10.3442,
Kotak Gold Fund Growth,24.4083,
Kotak Gold Fund Growth - Direct,25.5213,
Kotak Gold Fund Payout of Income Distribution cum capital withdrawal option,24.4083,
Kotak Gold Fund Payout of Income Distribution cum capital withdrawal option- Direct,25.5211,
Kotak Multi Asset Allocator Fund of Fund - Dynamic - Direct Growth - Direct,165.227,
Kotak Multi Asset Allocator Fund of Fund - Dynamic - Direct Payout of Income Distribution cum capital withdrawal option,162.254,
Kotak Multi Asset Allocator Fund of Fund - Dynamic - Growth,155.932,
Kotak Multi Asset Allocator Fund of Fund - Dynamic - Payout of Income Distribution cum capital withdrawal option,151.785,
Kotak Silver ETF Fund of Fund - Direct Plan - Growth Option,10.6088,
Kotak Silver ETF Fund of Fund - Regular Plan - Growth Option,10.6038,
,,
Mirae Asset Mutual Fund,,
,,
Mirae Asset Equity Allocator Fund  of Fund Direct IDCW,16.488,
Mirae Asset Equity Allocator Fund  of Fund Regular IDCW,16.441,
Mirae Asset Equity Allocator Fund of Fund Direct Growth,16.476,
Mirae Asset Equity allocator Fund Of Fund Regular Growth,16.439,
Mirae Asset Hang Seng TECH ETF Fund of Fund Regular Plan - Growth Option,7.124,
Mirae AssetHang Seng TECH ETF Fund of Fund Direct Plan - Growth Option,7.174,
Mirae Asset ESG Sector Leaders Fund  of Fund Direct IDCW,12.977,
Mirae Asset ESG Sector Leaders Fund  of Fund Regular IDCW,12.851,
Mirae Asset ESG Sector Leaders Fund of Fund Direct Growth,12.979,
Mirae Asset ESG Sector Leaders Fund of Fund Regular Growth,12.876,
Mirae Asset Nifty India Manufacturing ETF FOF - Direct Plan - Growth,10.712,
Mirae Asset Nifty India Manufacturing ETF FOF - Direct Plan- IDCW,10.712,
Mirae Asset Nifty India Manufacturing ETF FOF - Regular Plan - Growth,10.657,
Mirae Asset Nifty India Manufacturing ETF FOF - Regular Plan - IDCW,10.696,
Mirae Asset NYSE FANG + ETF Fund of Fund Direct Growth,10.448,
Mirae Asset NYSE FANG + ETF Fund of Fund Regular Growth,10.366,
Mirae Asset S&P 500 Top 50 ETF Fund of Fund Direct Growth,10.216,
Mirae Asset S&P 500 Top 50 ETF Fund of Fund Regular Growth,10.147,
,,
Motilal Oswal Mutual Fund,,
,,
Motilal Oswal 5 Year G-Sec Fund Of Fund Direct -Growth,10.6246,
Motilal Oswal 5 Year G-Sec Fund Of Fund Regular -Growth,10.6119,
Motilal Oswal Asset Allocation FOF- A- Direct Growth,12.0265,
Motilal Oswal Asset Allocation FOF- A- Regular Growth,11.8823,
Motilal Oswal Asset Allocation FOF- C- Direct Growth,11.7359,
Motilal Oswal Asset Allocation FOF- C- Regular Growth,11.5944,
Motilal Oswal Gold and Silver ETFs Fund of Funds(Direct Plan),12.3477,
Motilal Oswal Gold and Silver ETFs Fund of Funds(Regular Plan),12.3234,
Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,22.1642,
Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,21.7745,
,,
Nippon India Mutual Fund,,
,,
Nippon India Asset Allocator FoF - Direct Plan - Growth Option,14.0759,
NIPPON INDIA ASSET ALLOCATOR FOF - DIRECT Plan - IDCW Option,14.0759,
NIPPON INDIA ASSET ALLOCATOR FOF - IDCW Option,13.7384,
Nippon India Asset Allocator FoF - Regular Plan - Growth Option,13.7384,
NIPPON INDIA GOLD SAVINGS FUND - Direct Plan - IDCW Option,25.2581,
Nippon India Gold Savings Fund - Direct Plan Growth Plan - Growth Option,25.2581,
NIPPON INDIA GOLD SAVINGS FUND - IDCW Option,24.2729,
Nippon India Gold Savings Fund-Growth plan- Growth Option,24.2729,
Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,14.9811,
NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - DIRECT Plan - IDCW Option,14.9811,
Nippon India Nifty Next 50 Junior BeES FoF - Growth Plan - Growth Option,14.8164,
NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - IDCW Option,14.8164,
Nippon India Passive Flexicap FoF - Direct Plan - Growth Option,14.0376,
NIPPON INDIA PASSIVE FLEXICAP FOF - DIRECT Plan - IDCW Option,14.0376,
NIPPON INDIA PASSIVE FLEXICAP FOF - IDCW Option,13.8502,
Nippon India Passive Flexicap FoF - Regular Plan - Growth Option,13.8502,
Nippon India Silver ETF FOF- Direct Plan-Growth Option,12.1941,
Nippon India Silver ETF FOF- Direct Plan-IDCW Option,12.1941,
Nippon India Silver ETF FOF- Regular Plan-IDCW Option,12.1129,
Nippon India Silver ETF FOF-Regular Plan- Growth Option,12.1129,
,,
Quantum Mutual Fund,,
,,
Quantum Equity Fund of Funds - Direct Plan Growth Option,54.809,
